Chr	Start	End	Strand	Length	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28
evm.TU.utg4.68	utg4;utg4	700003;700671	700253;701436	-;-	1017	3	15	4	6	0	12	4	9	3	0	63	100	6	2	0	106	6	4	2	4	32	0	0	9	12	0	2	6
evm.TU.utg4.69	utg4;utg4;utg4;utg4;utg4	701551;702786;703394;704171;704965	701750;703253;704090;704384;705185	-;-;-;-;-	1800	22	17	20	10	15	4	6	15	11	13	79	123	4	7	0	114	13	23	10	21	75	3	15	28	16	6	2	12
utg4.equina_smart_49562.path1	utg4;utg4	707938;709930	708031;709943	-;-	108	27	51	55	105	56	49	38	43	23	29	25	56	14	24	19	55	49	119	77	61	4	32	26	29	98	120	40	46
tRNAscan-SE.tRNA.utg4.Cys(ACA).2	utg4	722110	722184	+	75	3	2	1	1	2	2	1	1	7	2	1	0	2	0	1	3	3	5	0	5	2	1	7	0	0	5	0	0
tRNAscan-SE.tRNA.utg4.Cys(ACA).3	utg4	722367	722441	+	75	0	0	1	0	1	0	0	1	2	2	2	1	0	2	3	4	1	3	2	6	0	3	6	0	2	4	0	3
evm.TU.utg4.70	utg4;utg4;utg4	723791;724150;724322	723896;724215;724374	+;+;+	225	35	39	83	65	23	4	36	35	20	33	9	2	20	16	18	2	36	147	44	79	2	22	16	4	67	64	29	29
evm.TU.utg4.71	utg4;utg4;utg4;utg4;utg4	737474;737644;737783;743761;744937	737549;737692;737789;743781;745026	+;+;+;+;+	243	79	91	98	132	57	2	63	58	33	89	9	10	35	36	36	21	78	195	159	115	10	32	37	4	139	137	88	55
evm.TU.utg4.72	utg4;utg4;utg4;utg4	774704;775050;775913;776754	774975;775840;776189;776781	-;-;-;-	1368	7	7	6	19	23	3	6	10	7	6	27	20	12	4	4	11	18	40	8	8	7	12	18	4	17	7	8	11
evm.TU.utg4.73	utg4;utg4;utg4;utg4;utg4	776877;777005;777894;778085;778497	776932;777786;778010;778262;778587	+;+;+;+;+	1224	0	1	4	5	3	0	0	5	2	0	28	35	2	2	2	24	14	1	7	8	19	2	1	0	17	1	5	7
evm.TU.utg4.74	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	779665;780693;781448;781787;782061;783013;783593;784269;784809;785312;785583;785829;786324;786762;787057;787583;787743;788504;788727	780278;780765;781480;781817;782142;783092;783678;784342;784859;785347;785636;785897;786377;786803;787116;787621;787790;788637;788974	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1908	463	440	886	1135	1741	180	540	660	448	324	81	287	508	169	294	517	519	1403	550	861	58	1041	213	173	805	1304	660	744
evm.TU.utg4.75	utg4;utg4;utg4;utg4	789892;790493;791663;791805	790410;791134;791724;792237	+;+;+;+	1656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0
utg4.equina_smart_90937.path3	utg4;utg4	790183;790493	790410;790735	+;+	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg4.76	utg4;utg4	797397;798385	798199;798443	+;+	862	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0
evm.TU.utg4.77	utg4;utg4	808243;813580	809076;813795	+;+	1050	0	0	9	9	21	0	8	1	1	2	0	5	3	0	0	4	4	14	0	4	0	14	0	0	1	1	2	0
evm.TU.utg4.78	utg4	818565	818864	+	300	0	0	2	10	6	1	7	6	2	1	1	2	5	2	0	14	3	2	3	11	3	3	2	0	5	8	2	4
evm.TU.utg4.79	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	820374;821138;821648;822743;823135;824414;824888;825953;826622;827829	820491;821204;821695;822814;823182;824507;825027;826102;826792;828015	-;-;-;-;-;-;-;-;-;-	1095	187	85	241	375	618	3	131	138	49	70	5	340	90	49	136	318	138	530	210	293	6	383	68	10	277	278	137	190
evm.TU.utg4.80	utg4	831528	831863	+	336	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0
evm.TU.utg4.81	utg4;utg4;utg4;utg4	832063;832408;833013;834246	832127;832511;833255;834421	+;+;+;+	588	12	6	21	19	12	50	0	5	10	5	8	14	4	4	4	23	7	5	5	18	5	9	8	77	12	16	4	23
evm.TU.utg4.83	utg4;utg4;utg4;utg4;utg4	835884;842041;842399;842664;843366	835942;842117;842441;842854;844131	+;+;+;+;+	1136	189	166	329	312	346	0	139	83	23	21	0	367	73	54	34	230	67	366	54	381	0	752	62	4	352	307	99	261
evm.TU.utg4.82	utg4	838934	839482	-	549	13	9	21	49	15	6	11	16	6	3	24	66	15	12	6	109	11	36	32	31	4	10	13	12	42	26	14	18
evm.TU.utg4.84	utg4;utg4;utg4;utg4;utg4;utg4	844292;845429;847457;848073;848434;849008	845079;845603;847575;848333;848616;849356	-;-;-;-;-;-	1875	25	21	28	20	35	2	16	14	16	12	19	7	4	13	18	30	11	48	3	34	8	27	4	3	21	28	17	14
evm.TU.utg4.85	utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4;utg4	860947;862079;862562;863247;864112;864545;865416;866282;867053;867476;868739;869460;870444;871656	861084;862236;862849;863489;864215;864680;865596;866389;867171;867736;868921;869587;870473;871827	-;-;-;-;-;-;-;-;-;-;-;-;-;-	2249	174	126	278	290	378	31	146	167	115	94	62	260	113	108	139	265	222	571	185	441	50	268	95	29	392	249	146	183
evm.TU.utg4.86	utg4	874417	874767	-	351	1	5	2	0	3	0	2	11	0	0	0	0	4	0	1	24	5	7	0	5	0	0	0	0	3	0	2	1
evm.TU.utg4.87	utg4;utg4;utg4;utg4	878550;880034;880476;881791	878716;880058;880603;882325	-;-;-;-	855	3	6	10	3	4	5	2	8	10	3	3	9	6	5	6	2	2	8	4	4	0	4	6	2	4	6	6	4
evm.TU.utg4.88	utg4	887006	887770	-	765	39	82	77	99	88	31	72	31	32	57	39	56	21	43	25	140	47	99	39	39	38	21	21	76	84	61	34	49
evm.TU.utg5.1	utg5;utg5;utg5	3189;8636;10774	3833;8750;10964	+;+;+	951	4	3	7	4	2	4	5	0	0	2	4	19	6	3	2	15	6	7	0	12	2	4	0	4	5	7	0	6
evm.TU.utg5.2	utg5	32495	32890	+	396	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.3	utg5;utg5;utg5;utg5;utg5	35935;40252;41143;41540;42069	36306;40366;41319;41859;42206	+;+;+;+;+	1122	2	0	5	0	2	1	2	3	0	0	0	0	1	0	0	4	4	1	0	0	0	0	0	0	4	2	5	4
evm.TU.utg5.4	utg5	51030	52250	-	1221	18	10	44	29	39	6	13	29	9	27	9	52	9	14	8	32	24	43	30	45	18	16	8	14	41	39	4	17
evm.TU.utg5.5	utg5;utg5;utg5	52309;55585;56332	52421;55673;56447	-;-;-	318	0	0	7	0	0	0	0	0	0	0	0	3	2	0	0	4	0	0	0	0	0	0	0	0	3	0	0	2
evm.TU.utg5.6	utg5	64320	65693	-	1374	8	24	25	7	20	6	14	20	4	0	36	71	6	6	10	51	13	54	14	28	22	4	14	8	24	12	13	14
evm.TU.utg5.7	utg5	67742	68161	+	420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.8	utg5	68644	69099	+	456	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.9	utg5;utg5;utg5	71808;73154;75219	72360;74784;76247	+;+;+	3213	280	301	530	583	717	55	316	413	295	241	55	47	421	368	201	109	427	2422	359	714	65	333	181	56	449	758	326	458
evm.TU.utg5.10	utg5	77449	77796	+	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
evm.TU.utg5.11	utg5;utg5;utg5	78864;79531;80418	79291;79663;80552	+;+;+	696	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	8	0	2	0	0	1	4	0	2	0	0	1	0
evm.TU.utg5.12	utg5;utg5;utg5;utg5;utg5	81912;82350;82996;83243;83935	82187;82728;83119;83261;84576	+;+;+;+;+	1440	10	17	20	6	6	2	8	14	8	0	5	155	5	8	4	175	6	38	36	21	24	8	12	2	9	2	4	8
evm.TU.utg5.13	utg5;utg5	86412;86685	86449;86910	+;+	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.14	utg5	86921	87493	+	573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.15	utg5;utg5	88608;88890	88827;89239	+;+	570	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.16	utg5	90929	91853	-	925	4	0	2	4	1	0	0	0	0	0	0	0	0	2	0	9	2	8	2	0	0	0	4	2	8	0	0	2
evm.TU.utg5.17	utg5	93176	93922	+	747	73	15	61	44	65	0	37	55	46	9	1	3	15	11	38	3	53	35	12	221	0	109	84	0	45	20	61	79
evm.TU.utg5.18	utg5;utg5	95462;96551	95716;96934	+;+	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.19	utg5	100890	101426	+	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.20	utg5;utg5	101441;106101	102009;106878	+;+	1347	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.21	utg5;utg5	107180;108177	108088;108536	+;+	1269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.22	utg5	108708	109064	+	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.23	utg5	114034	114507	+	474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.24	utg5;utg5;utg5	116176;116555;117211	116232;116845;117360	+;+;+	498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.25	utg5	117619	118215	+	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.26	utg5;utg5	118230;120875	118518;121131	+;+	546	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.27	utg5;utg5;utg5	124164;124704;125517	124397;124983;125629	+;+;+	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.28	utg5	127238	128386	+	1149	9	12	34	9	32	2	16	14	16	19	66	12	12	9	11	16	8	39	14	37	39	9	19	10	10	18	4	25
evm.TU.utg5.29	utg5;utg5	129193;130086	129990;131282	+;+	1995	19	91	109	79	179	34	34	87	78	78	201	24	49	50	74	45	61	144	99	187	107	51	62	70	85	86	49	54
evm.TU.utg5.30	utg5;utg5	133419;133638	133548;134173	+;+	666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.31	utg5	135529	136983	+	1455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.32	utg5	139241	139531	+	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.33	utg5	143648	144091	-	444	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.34	utg5;utg5	145732;148465	145877;148576	+;+	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.35	utg5	148822	149214	+	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.36	utg5;utg5;utg5;utg5	166022;169290;170511;170965	166314;169402;170822;171491	+;+;+;+	1245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0
evm.TU.utg5.37	utg5	181883	182737	-	855	10	11	26	24	30	2	22	33	42	19	19	28	10	47	23	48	47	58	18	45	14	20	48	1	30	65	9	29
evm.TU.utg5.38	utg5	182798	183106	-	309	8	4	10	12	2	0	5	13	8	8	4	8	13	28	10	24	11	20	3	17	4	3	29	1	14	6	6	13
evm.TU.utg5.39	utg5;utg5	184168;184462	184315;184949	+;+	636	0	0	0	3	2	0	0	0	5	1	1	101	0	0	0	28	0	2	0	4	2	0	0	0	0	0	0	4
evm.TU.utg5.40	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	185292;187036;187450;188125;188378;188738;189367;189576;189945	186910;187122;187611;188179;188479;188946;189451;189727;190279	-;-;-;-;-;-;-;-;-	2806	283	521	734	541	396	42	207	448	344	240	218	196	164	449	179	211	372	932	248	827	224	325	464	45	744	579	292	474
evm.TU.utg5.41	utg5;utg5;utg5	191913;197764;198806	192702;198126;198831	-;-;-	1179	39	85	108	52	41	0	23	58	30	21	23	73	30	48	29	59	40	94	22	84	18	52	55	9	100	56	24	68
evm.TU.utg5.42	utg5;utg5;utg5	199495;199678;200095	199599;199848;200352	-;-;-	534	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.43	utg5;utg5	202115;202944	202851;203079	-;-	873	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.44	utg5;utg5;utg5;utg5	203443;203811;203968;206528	203709;203873;204139;206903	+;+;+;+	878	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.45	utg5	222126	222650	+	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.46	utg5	228456	228884	+	429	6	0	15	0	11	0	5	1	8	2	0	4	6	0	5	5	4	5	0	19	0	10	3	0	6	2	1	0
evm.TU.utg5.47	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	228981;229309;229464;229626;231094;231222;232105;232557;233078;233787;234341	229035;229385;229541;229896;231145;231260;232136;232808;233127;233943;234507	+;+;+;+;+;+;+;+;+;+;+	1230	928	1108	1397	1541	1927	214	843	1664	1366	1110	1316	1046	820	1153	1118	1255	1825	3000	1246	2660	636	768	689	324	2044	1732	1087	1255
evm.TU.utg5.48	utg5;utg5;utg5;utg5	250332;254197;254958;255437	250481;254567;255014;256434	+;+;+;+	1576	629	739	1282	1022	843	398	601	553	673	940	434	1123	443	489	631	1352	665	1671	1303	1250	410	456	885	430	1189	851	404	624
evm.TU.utg5.49	utg5	259384	259824	-	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.50	utg5;utg5;utg5;utg5	260012;261019;262497;263061	260307;261169;262675;264612	+;+;+;+	2178	0	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	2	2	0	0	0
evm.TU.utg5.51	utg5;utg5	266637;268439	266760;268638	+;+	324	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0
evm.TU.utg5.52	utg5;utg5	271333;274326	272132;274839	-;-	1314	5	96	53	4	122	0	27	15	51	67	6	11	39	8	4	86	35	25	60	4	12	8	4	6	29	12	4	6
evm.TU.utg5.53	utg5;utg5;utg5;utg5;utg5;utg5	280643;280872;281289;282108;283169;284702	280785;281001;281386;282229;283263;284845	+;+;+;+;+;+	732	338	308	523	677	228	291	311	291	209	469	136	803	231	280	215	478	281	498	802	470	122	224	106	241	544	731	236	284
evm.TU.utg5.54	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	285404;285404;286744;286744;287686;287686;288282;288282;288920;288920;290112;290112;290585;290585;290804;292479	285928;285928;286922;286922;287705;287705;288377;288377;289066;289066;290350;290350;290657;290776;290856;292548	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1521	1408	1058	2446	3010	1718	857	1617	1694	1738	1425	1698	3302	1008	1363	1481	3462	1486	2939	2930	2529	914	1518	1392	1181	2398	2211	1059	1413
utg5.evm.utg2716.12.path6	utg5;utg5	292701;292993	292890;293054	+;+	252	197	165	235	307	321	20	167	207	167	162	58	96	110	96	144	94	201	416	196	412	33	141	127	17	335	343	192	215
evm.TU.utg5.55	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	296688;297842;298515;300062;300345;301075;301172;301344;301835;301835;307053;307053;307240;307240;307758;307758;308619;308619;308827;308827;309942;309942;311058;311058;311232;311232;312252;312252;313122;313122;314004;314004;314507;314507;315187;315187;316244;316244;317115;317115;317382;317382;317743;317743;318307;318307;319187;319187;319700;319700;320833;320833	297042;297911;298574;300140;300412;301110;301415;301415;301897;301897;307130;307130;307309;307309;307834;307834;308684;308684;308880;308880;310007;310007;311098;311098;311280;311280;312314;312314;313171;313171;314073;314073;314565;314565;315291;315291;316310;316310;317183;317183;317438;317438;317820;317820;318367;318367;319257;319257;319765;319765;320886;320886	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2346	569	561	723	911	839	263	470	646	540	601	587	897	498	427	560	810	745	1596	699	1062	274	413	362	545	1035	934	565	613
tRNAscan-SE.tRNA.utg5.Pseudo(AGA).1	utg5	299594	299665	+	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
evm.TU.utg5.56	utg5;utg5;utg5;utg5	322889;323868;325075;326256	322985;323903;325221;326746	+;+;+;+	771	67	83	157	124	129	24	55	95	77	88	76	200	59	81	94	174	145	358	133	189	32	119	55	58	136	114	26	65
utg5.equina_smart_1391812.path1	utg5;utg5	330476;331948	330581;332036	-;-	195	323	378	465	627	404	284	324	302	246	406	250	552	237	256	276	852	247	631	745	632	197	250	251	305	692	577	226	278
evm.TU.utg5.57	utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5;utg5	338559;338559;338851;340838;340838;342530;342530;343745;343745;344755;344755;345863;345863;346946;346946	339048;338771;339048;341106;341106;342634;342634;344074;344074;344875;344875;346038;346038;347732;347391	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2278	73328	77806	128540	131399	113003	33690	72219	66667	51408	63230	47548	160295	51261	60090	65235	184033	71407	120992	115826	101050	33028	48517	57551	69412	129902	144571	74530	77667
evm.TU.utg5.58	utg5;utg5	358099;359608	358387;359837	+;+	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.59	utg5;utg5	359855;360735	360479;361096	+;+	987	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	14	0	0	0	2	0	0	2	0	0	0
evm.TU.utg5.60	utg5;utg5;utg5;utg5;utg5;utg5	369520;369944;373792;374508;374838;378070	369778;370059;374252;374716;375066;378550	-;-;-;-;-;-	1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	9	0	0	2	0	0	0
evm.TU.utg5.61	utg5;utg5	380287;380555	380449;380688	-;-	297	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	111	0	0	0	14	0	0	0	0	0	0
evm.TU.utg5.62	utg5;utg5	382495;383045	382924;383349	-;-	735	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	10	0	0	0	2	0	0
evm.TU.utg5.63	utg5	383750	384778	+	1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.64	utg5	384951	385151	+	201	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
evm.TU.utg5.65	utg5;utg5;utg5;utg5;utg5	388832;389182;389496;393409;395087	389079;389265;389572;393472;395602	+;+;+;+;+	989	4752	4269	7590	7608	5501	2727	4976	3772	3469	4339	3294	9066	2498	3173	3491	10529	4166	7981	7398	6642	2379	3991	2960	3932	8286	8289	3760	4194
evm.TU.utg5.66	utg5;utg5;utg5;utg5;utg5;utg5;utg5	397680;400457;401306;402387;403193;403866;404796	397947;400619;401396;402462;403284;404035;405563	+;+;+;+;+;+;+	1628	136	166	186	210	274	32	108	146	76	144	43	206	58	130	157	144	119	156	183	228	66	164	321	64	260	221	78	172
evm.TU.utg5.67	utg5;utg5;utg5	408394;409551;411400	408629;410326;411743	-;-;-	1356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.68	utg5;utg5	413610;413869	413617;414739	+;+	879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.69	utg5;utg5;utg5;utg5;utg5;utg5	414873;416200;417752;419216;419964;421592	415490;416478;418255;419375;420031;421651	-;-;-;-;-;-	1689	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.70	utg5	431177	431449	-	273	0	0	0	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg5.71	utg5	442955	443714	-	760	80	164	107	267	98	24	206	128	111	127	34	63	63	131	115	126	104	300	238	98	51	120	164	98	291	203	98	85
evm.TU.utg5.72	utg5	446041	446376	+	336	11	24	24	27	9	4	12	12	12	11	2	6	1	16	21	10	8	455	11	29	5	51	27	4	29	23	19	21
evm.TU.utg5.73	utg5	446801	447034	-	234	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg7.1	utg7	2188	2601	-	414	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg7.2	utg7;utg7	3278;4034	3853;4411	-;-	954	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
evm.TU.utg7.3	utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7	5991;8777;9691;10185;11185;11712;12362;13319;13659;14407;15258;15860;16286;17125	7607;9273;9874;10816;11340;11906;12616;13477;13889;14592;15433;16055;16454;17464	+;+;+;+;+;+;+;+;+;+;+;+;+;+	4993	90	81	189	76	218	18	52	138	91	71	167	138	39	51	103	92	98	325	94	321	81	73	39	171	146	110	56	76
evm.TU.utg7.4	utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7	21105;21105;21105;21709;21709;21709;22603;22603;22603;23160;23160;23160;23489;23489;23489;24104;24104;25029	21201;21201;21201;21789;21789;21789;22721;22721;22721;23293;23293;23293;23591;23591;23866;24805;25337;25337	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2043	194	159	256	218	294	149	147	236	144	197	362	143	159	132	194	89	200	531	210	345	135	122	116	280	409	331	184	192
evm.TU.utg7.5	utg7	25882	29041	-	3160	6	14	17	14	44	46	32	23	16	14	49	16	50	37	4	41	28	49	45	16	39	30	14	43	40	36	4	6
evm.TU.utg7.6	utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7	32474;32474;33188;33445;33445;34023;34023;34023;34222;34222;34222;34583;34791;34791;34791;35017;35017;35017;35017;35949;35949;35949;35949;36254	32918;32918;33540;33540;33540;34108;34108;34108;34305;34305;34305;34868;34868;34868;34868;35163;35163;35163;35163;36505;36505;36505;36057;36505	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1958	317	122	394	671	396	491	280	304	202	185	772	200	220	64	283	267	158	819	482	588	260	192	153	374	404	483	326	299
evm.TU.utg7.7	utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7	37645;39541;39937;40619;41053;41322;42297;42943;43242	38665;39683;40102;40769;41157;41434;42408;43133;43399	-;-;-;-;-;-;-;-;-	2160	1362	1709	3094	2125	1859	862	1658	2456	2060	1921	3449	1979	1017	1682	1896	2484	2085	6112	3000	4658	1734	1302	1292	1900	2403	2835	1105	1242
evm.TU.utg7.8	utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7;utg7	43604;43604;44186;44186;45138;46149;46149;46957;46957;47370;47370;47604;47604	43686;43686;44246;44246;45317;46270;46270;47068;47068;47410;47410;49402;48165	+;+;+;+;+;+;+;+;+;+;+;+;+	2398	718	676	1088	1120	1175	658	588	704	635	684	1163	814	397	649	690	878	771	1303	1046	1344	789	632	846	928	1205	1062	613	727
evm.TU.utg7.9	utg7	49646	49924	-	279	0	0	0	6	0	0	0	0	0	2	2	0	2	3	0	3	0	0	3	0	0	0	0	0	2	0	0	0
evm.TU.utg7.10	utg7;utg7	52067;57098	52295;57648	+;+	780	35	35	80	32	60	45	14	33	40	26	48	20	10	32	16	37	70	26	35	79	40	32	37	41	45	27	32	32
evm.TU.utg7.11	utg7;utg7	64373;67756	64697;68407	+;+	977	4	21	33	8	13	6	4	8	10	14	11	3	2	10	9	11	22	8	20	29	15	24	21	12	15	14	3	22
